Environment,Fraction,Biomass_rate_h-1,Max_growth_h-1
Rhizosphere,0.0,0.0,1.646193202962981
Rhizosphere,0.1,0.1646193202962981,1.646193202962981
Rhizosphere,0.2,0.3292386405925962,1.646193202962981
Rhizosphere,0.3,0.49385796088889433,1.646193202962981
Rhizosphere,0.4,0.6584772811851924,1.646193202962981
Rhizosphere,0.5,0.8230966014814906,1.646193202962981
Rhizosphere,0.6,0.9877159217777887,1.646193202962981
Rhizosphere,0.7,1.1523352420740867,1.646193202962981
Rhizosphere,0.8,1.3169545623703849,1.646193202962981
Rhizosphere,0.9,1.481573882666683,1.646193202962981
